"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Median Household Income (In 2021 Inflation Adjusted Dollars)","Population Under 18 Years of Age for Whom Poverty Status Is Determined:","Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty","Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree","Civilian Population in Labor Force 16 Years and Over:","Civilian Population in Labor Force 16 Years and Over: Employed","Civilian Population in Labor Force 16 Years and Over: Unemployed","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"090012111001","Block Group 1, Census Tract 2111, Fairfield County, Connecticut","ACSSF","ct","150","00","0002045",,,,,"09","001",,,"211100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012111001","Block Group 1",,,,,,,,1161,254,907,451,173,86,20,12,136,136,0,1211,972,599,318,31,17,0,0,7,239,164,24,0,0,0,51,0
"090012112011","Block Group 1, Census Tract 2112.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0002046",,,,,"09","001",,,"211201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012112011","Block Group 1",,,,170225,,,,1060,107,953,730,519,254,0,0,833,763,70,1651,1547,1210,223,0,114,0,0,0,104,35,0,0,0,0,0,69
"090012112012","Block Group 2, Census Tract 2112.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0002047",,,,,"09","001",,,"211201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012112012","Block Group 2",,,,63103,,,,1536,317,1219,817,539,192,13,13,1287,1265,22,2177,1018,433,44,0,541,0,0,0,1159,436,0,0,0,0,706,17
"090012112021","Block Group 1, Census Tract 2112.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002048",,,,,"09","001",,,"211202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012112021","Block Group 1",,,,64797,,,,631,86,545,406,267,35,0,0,458,458,0,773,732,465,21,0,246,0,0,0,41,0,0,0,0,0,0,41
"090012112022","Block Group 2, Census Tract 2112.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002049",,,,,"09","001",,,"211202","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012112022","Block Group 2",,,,,,,,406,0,406,293,135,78,0,0,349,349,0,585,444,336,0,0,0,0,108,0,141,11,21,0,0,0,0,109
"090012112023","Block Group 3, Census Tract 2112.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002050",,,,,"09","001",,,"211202","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012112023","Block Group 3",,,,102987,,,,1205,50,1155,764,452,241,24,24,965,897,68,1686,1361,1123,24,0,47,0,0,167,325,11,0,0,0,0,282,32
"090012113001","Block Group 1, Census Tract 2113, Fairfield County, Connecticut","ACSSF","ct","150","00","0002051",,,,,"09","001",,,"211300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012113001","Block Group 1",,,,122645,,,,1465,173,1292,836,431,292,46,33,1069,1060,9,1966,1732,1531,96,0,94,0,0,11,234,54,0,0,0,0,142,38
"090012113002","Block Group 2, Census Tract 2113, Fairfield County, Connecticut","ACSSF","ct","150","00","0002052",,,,,"09","001",,,"211300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012113002","Block Group 2",,,,120294,,,,1539,145,1394,1213,759,368,187,15,1249,1186,63,1811,1449,1206,229,0,0,0,0,14,362,29,105,0,0,0,216,12
"090012114001","Block Group 1, Census Tract 2114, Fairfield County, Connecticut","ACSSF","ct","150","00","0002053",,,,,"09","001",,,"211400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012114001","Block Group 1",,,,102188,,,,1088,15,1073,953,706,429,68,39,766,766,0,1282,1237,1092,28,0,44,0,0,73,45,13,0,0,0,0,32,0
"090012114002","Block Group 2, Census Tract 2114, Fairfield County, Connecticut","ACSSF","ct","150","00","0002054",,,,,"09","001",,,"211400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012114002","Block Group 2",,,,,,,,830,129,701,289,156,69,50,15,650,479,171,1018,724,694,0,0,15,0,0,15,294,25,0,0,0,0,238,31
"090012114003","Block Group 3, Census Tract 2114, Fairfield County, Connecticut","ACSSF","ct","150","00","0002055",,,,,"09","001",,,"211400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012114003","Block Group 3",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"090012114004","Block Group 4, Census Tract 2114, Fairfield County, Connecticut","ACSSF","ct","150","00","0002056",,,,,"09","001",,,"211400","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012114004","Block Group 4",,,,89286,,,,1503,225,1278,1137,705,377,28,0,1330,1295,35,2116,2113,1361,566,0,165,0,0,21,3,0,0,0,0,0,0,3
"090012114005","Block Group 5, Census Tract 2114, Fairfield County, Connecticut","ACSSF","ct","150","00","0002057",,,,,"09","001",,,"211400","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012114005","Block Group 5",,,,65170,,,,429,20,409,279,167,36,0,0,249,228,21,559,493,287,95,0,63,0,48,0,66,66,0,0,0,0,0,0
"090012201001","Block Group 1, Census Tract 2201, Fairfield County, Connecticut","ACSSF","ct","150","00","0002058",,,,,"09","001",,,"220100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012201001","Block Group 1",,,,95500,,,,1192,101,1091,884,514,184,29,11,973,924,49,1847,1715,1565,19,0,38,0,0,93,132,71,0,0,0,0,49,12
"090012201002","Block Group 2, Census Tract 2201, Fairfield County, Connecticut","ACSSF","ct","150","00","0002059",,,,,"09","001",,,"220100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012201002","Block Group 2",,,,143235,,,,673,0,673,500,381,164,11,11,420,398,22,1181,991,605,23,0,55,0,0,308,190,52,0,0,0,0,34,104
"090012201003","Block Group 3, Census Tract 2201, Fairfield County, Connecticut","ACSSF","ct","150","00","0002060",,,,,"09","001",,,"220100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012201003","Block Group 3",,,,81477,,,,781,78,703,493,245,142,37,19,567,520,47,1272,1216,1193,0,9,14,0,0,0,56,33,0,0,0,0,0,23
"090012201004","Block Group 4, Census Tract 2201, Fairfield County, Connecticut","ACSSF","ct","150","00","0002061",,,,,"09","001",,,"220100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012201004","Block Group 4",,,,155893,,,,679,15,664,492,378,78,22,11,538,529,9,1106,1103,1088,0,0,15,0,0,0,3,0,0,0,0,0,3,0
"090012202001","Block Group 1, Census Tract 2202, Fairfield County, Connecticut","ACSSF","ct","150","00","0002062",,,,,"09","001",,,"220200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012202001","Block Group 1",,,,99813,,,,588,0,588,364,255,82,46,19,462,268,194,871,871,828,0,0,21,0,0,22,0,0,0,0,0,0,0,0
"090012202002","Block Group 2, Census Tract 2202, Fairfield County, Connecticut","ACSSF","ct","150","00","0002063",,,,,"09","001",,,"220200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012202002","Block Group 2",,,,172865,,,,673,4,669,502,413,217,16,10,527,519,8,925,801,614,9,0,60,0,78,40,124,89,0,0,0,0,35,0
"090012202003","Block Group 3, Census Tract 2202, Fairfield County, Connecticut","ACSSF","ct","150","00","0002064",,,,,"09","001",,,"220200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012202003","Block Group 3",,,,141000,,,,779,8,771,606,371,131,17,17,745,667,78,1295,1215,1201,0,0,0,0,0,14,80,36,0,0,0,0,0,44
"090012202004","Block Group 4, Census Tract 2202, Fairfield County, Connecticut","ACSSF","ct","150","00","0002065",,,,,"09","001",,,"220200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012202004","Block Group 4",,,,88750,,,,447,29,418,286,172,52,24,7,300,287,13,566,566,559,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"090012202005","Block Group 5, Census Tract 2202, Fairfield County, Connecticut","ACSSF","ct","150","00","0002066",,,,,"09","001",,,"220200","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012202005","Block Group 5",,,,157587,,,,552,16,536,429,217,79,11,11,433,423,10,1013,1002,981,7,0,0,0,0,14,11,10,0,0,0,0,1,0
"090012203001","Block Group 1, Census Tract 2203, Fairfield County, Connecticut","ACSSF","ct","150","00","0002067",,,,,"09","001",,,"220300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012203001","Block Group 1",,,,142188,,,,412,63,349,280,235,89,31,11,349,340,9,655,632,632,0,0,0,0,0,0,23,5,0,0,0,0,0,18
"090012203002","Block Group 2, Census Tract 2203, Fairfield County, Connecticut","ACSSF","ct","150","00","0002068",,,,,"09","001",,,"220300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012203002","Block Group 2",,,,126719,,,,887,25,862,617,419,227,48,8,784,731,53,1334,1238,1177,3,0,0,4,0,54,96,36,0,0,0,0,15,45
"090012203003","Block Group 3, Census Tract 2203, Fairfield County, Connecticut","ACSSF","ct","150","00","0002069",,,,,"09","001",,,"220300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012203003","Block Group 3",,,,95417,,,,1075,37,1038,640,375,165,18,9,694,666,28,1575,1272,1162,0,0,5,0,50,55,303,237,18,0,0,0,0,48
"090012301001","Block Group 1, Census Tract 2301, Fairfield County, Connecticut","ACSSF","ct","150","00","0002070",,,,,"09","001",,,"230100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012301001","Block Group 1",,,,187222,,,,927,14,913,654,389,128,26,19,800,800,0,1235,1126,1126,0,0,0,0,0,0,109,0,0,0,0,0,59,50
"090012301002","Block Group 2, Census Tract 2301, Fairfield County, Connecticut","ACSSF","ct","150","00","0002071",,,,,"09","001",,,"230100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012301002","Block Group 2",,,,90662,,,,1317,102,1215,929,671,356,128,44,930,862,68,1848,1801,1658,0,22,93,0,0,28,47,0,0,0,0,0,1,46
"090012301003","Block Group 3, Census Tract 2301, Fairfield County, Connecticut","ACSSF","ct","150","00","0002072",,,,,"09","001",,,"230100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012301003","Block Group 3",,,,106531,,,,1506,20,1486,1071,667,308,25,25,1174,1163,11,2102,1832,1646,20,0,80,0,0,86,270,23,0,0,0,0,0,247
"090012301004","Block Group 4, Census Tract 2301, Fairfield County, Connecticut","ACSSF","ct","150","00","0002073",,,,,"09","001",,,"230100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012301004","Block Group 4",,,,140558,,,,1190,69,1121,799,563,259,15,15,935,869,66,1780,1768,1654,0,0,96,0,0,18,12,0,0,0,0,0,12,0
"090012302001","Block Group 1, Census Tract 2302, Fairfield County, Connecticut","ACSSF","ct","150","00","0002074",,,,,"09","001",,,"230200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012302001","Block Group 1",,,,156000,,,,422,11,411,387,286,135,47,4,344,326,18,635,619,612,0,0,7,0,0,0,16,4,0,0,0,0,7,5
"090012302002","Block Group 2, Census Tract 2302, Fairfield County, Connecticut","ACSSF","ct","150","00","0002075",,,,,"09","001",,,"230200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012302002","Block Group 2",,,,131563,,,,878,30,848,723,550,207,60,19,711,680,31,1244,1175,1109,12,0,40,0,0,14,69,27,0,0,0,0,3,39
"090012303001","Block Group 1, Census Tract 2303, Fairfield County, Connecticut","ACSSF","ct","150","00","0002076",,,,,"09","001",,,"230300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012303001","Block Group 1",,,,130365,,,,894,35,859,742,519,230,77,31,749,712,37,1274,955,908,0,0,12,0,8,27,319,98,0,0,0,0,40,181
"090012303002","Block Group 2, Census Tract 2303, Fairfield County, Connecticut","ACSSF","ct","150","00","0002077",,,,,"09","001",,,"230300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012303002","Block Group 2",,,,144773,,,,910,27,883,709,524,217,48,24,693,668,25,1126,1101,1069,0,0,32,0,0,0,25,25,0,0,0,0,0,0
"090012303003","Block Group 3, Census Tract 2303, Fairfield County, Connecticut","ACSSF","ct","150","00","0002078",,,,,"09","001",,,"230300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012303003","Block Group 3",,,,91635,,,,611,2,609,428,325,148,9,0,469,458,11,892,842,784,0,0,0,0,0,58,50,0,0,0,0,0,50,0
"090012304001","Block Group 1, Census Tract 2304, Fairfield County, Connecticut","ACSSF","ct","150","00","0002079",,,,,"09","001",,,"230400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012304001","Block Group 1",,,,114677,,,,1162,42,1120,849,633,238,0,0,1057,1025,32,1956,1766,1629,60,0,0,0,0,77,190,10,0,0,0,0,180,0
"090012304002","Block Group 2, Census Tract 2304, Fairfield County, Connecticut","ACSSF","ct","150","00","0002080",,,,,"09","001",,,"230400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012304002","Block Group 2",,,,151641,,,,1777,38,1739,1254,1011,380,187,60,1441,1390,51,2352,2257,2148,22,0,30,0,0,57,95,78,0,0,0,0,0,17
"090012304003","Block Group 3, Census Tract 2304, Fairfield County, Connecticut","ACSSF","ct","150","00","0002081",,,,,"09","001",,,"230400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012304003","Block Group 3",,,,183464,,,,1099,28,1071,854,531,293,130,77,969,862,107,1622,1579,1412,7,0,53,0,107,0,43,29,0,0,0,0,14,0
"090012305011","Block Group 1, Census Tract 2305.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0002082",,,,,"09","001",,,"230501","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012305011","Block Group 1",,,,138875,,,,1765,0,1765,1407,1025,368,120,33,1424,1327,97,2581,2489,2351,0,0,95,0,0,43,92,18,0,0,0,0,37,37
"090012305012","Block Group 2, Census Tract 2305.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0002083",,,,,"09","001",,,"230501","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012305012","Block Group 2",,,,125278,,,,1160,114,1046,909,764,420,62,43,931,912,19,1656,1641,1484,87,0,35,0,0,35,15,0,0,0,0,0,8,7
"090012305021","Block Group 1, Census Tract 2305.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002084",,,,,"09","001",,,"230502","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012305021","Block Group 1",,,,134306,,,,704,30,674,581,401,225,44,0,518,518,0,1011,974,943,18,0,0,0,13,0,37,0,0,0,0,0,37,0
"090012305022","Block Group 2, Census Tract 2305.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002085",,,,,"09","001",,,"230502","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012305022","Block Group 2",,,,179219,,,,986,31,955,858,557,226,57,10,1030,908,122,1508,1434,1407,0,0,9,0,0,18,74,7,0,0,0,0,38,29
"090012305023","Block Group 3, Census Tract 2305.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002086",,,,,"09","001",,,"230502","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012305023","Block Group 3",,,,,,,,794,160,634,406,245,88,20,20,430,389,41,1041,702,487,175,0,0,0,13,27,339,233,21,0,0,0,31,54
"090012305024","Block Group 4, Census Tract 2305.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002087",,,,,"09","001",,,"230502","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012305024","Block Group 4",,,,144545,,,,926,20,906,670,501,159,19,0,770,770,0,1525,1450,1252,73,0,34,44,0,47,75,0,0,0,0,0,0,75
"090012401001","Block Group 1, Census Tract 2401, Fairfield County, Connecticut","ACSSF","ct","150","00","0002088",,,,,"09","001",,,"240100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012401001","Block Group 1",,,,172764,,,,741,30,711,620,560,167,57,26,630,619,11,1171,1024,1024,0,0,0,0,0,0,147,58,0,0,22,0,0,67
"090012401002","Block Group 2, Census Tract 2401, Fairfield County, Connecticut","ACSSF","ct","150","00","0002089",,,,,"09","001",,,"240100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012401002","Block Group 2",,,,106750,,,,706,34,672,582,478,178,65,57,451,430,21,979,968,851,0,0,63,0,0,54,11,0,0,0,0,0,11,0
"090012401003","Block Group 3, Census Tract 2401, Fairfield County, Connecticut","ACSSF","ct","150","00","0002090",,,,,"09","001",,,"240100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012401003","Block Group 3",,,,117750,,,,1732,14,1718,1494,1219,522,136,39,1109,1006,103,2241,1990,1754,16,22,98,0,0,100,251,17,0,0,0,0,118,116
"090012402001","Block Group 1, Census Tract 2402, Fairfield County, Connecticut","ACSSF","ct","150","00","0002091",,,,,"09","001",,,"240200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012402001","Block Group 1",,,,181458,,,,1001,0,1001,835,668,393,141,74,756,689,67,1530,1492,1367,0,0,80,0,0,45,38,12,0,0,0,0,0,26
"090012402002","Block Group 2, Census Tract 2402, Fairfield County, Connecticut","ACSSF","ct","150","00","0002092",,,,,"09","001",,,"240200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012402002","Block Group 2",,,,132212,,,,840,22,818,788,588,334,185,82,582,582,0,1138,1011,925,0,0,25,0,19,42,127,73,0,0,0,0,8,46
"090012402003","Block Group 3, Census Tract 2402, Fairfield County, Connecticut","ACSSF","ct","150","00","0002093",,,,,"09","001",,,"240200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012402003","Block Group 3",,,,156500,,,,1294,0,1294,1188,988,589,195,73,952,934,18,1772,1719,1632,0,0,11,0,0,76,53,46,0,0,0,0,0,7
"090012451001","Block Group 1, Census Tract 2451, Fairfield County, Connecticut","ACSSF","ct","150","00","0002094",,,,,"09","001",,,"245100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012451001","Block Group 1",,,,199231,,,,1087,34,1053,989,774,339,86,27,972,956,16,1595,1549,1414,56,0,55,0,24,0,46,6,0,0,0,0,15,25
"090012451002","Block Group 2, Census Tract 2451, Fairfield County, Connecticut","ACSSF","ct","150","00","0002095",,,,,"09","001",,,"245100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012451002","Block Group 2",,,,189432,,,,857,0,857,778,663,402,126,50,689,649,40,1353,1332,1099,0,0,43,0,9,181,21,12,0,0,0,0,9,0
"090012452001","Block Group 1, Census Tract 2452, Fairfield County, Connecticut","ACSSF","ct","150","00","0002096",,,,,"09","001",,,"245200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012452001","Block Group 1",,,,145673,,,,1145,27,1118,984,748,366,44,9,947,919,28,1668,1496,1450,0,0,8,0,0,38,172,153,0,0,0,0,0,19
"090012452002","Block Group 2, Census Tract 2452, Fairfield County, Connecticut","ACSSF","ct","150","00","0002097",,,,,"09","001",,,"245200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012452002","Block Group 2",,,,146917,,,,937,0,937,850,599,272,44,10,627,584,43,1419,1401,1112,65,0,37,0,41,146,18,18,0,0,0,0,0,0
"090012452003","Block Group 3, Census Tract 2452, Fairfield County, Connecticut","ACSSF","ct","150","00","0002098",,,,,"09","001",,,"245200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012452003","Block Group 3",,,,144915,,,,977,35,942,852,698,442,115,26,404,395,9,1269,1222,976,25,0,123,0,0,98,47,19,0,0,0,0,0,28
"090012453001","Block Group 1, Census Tract 2453, Fairfield County, Connecticut","ACSSF","ct","150","00","0002099",,,,,"09","001",,,"245300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012453001","Block Group 1",,,,172813,,,,1899,86,1813,1641,1486,757,135,17,1337,1224,113,2606,2497,2412,0,0,73,0,0,12,109,109,0,0,0,0,0,0
"090012453002","Block Group 2, Census Tract 2453, Fairfield County, Connecticut","ACSSF","ct","150","00","0002100",,,,,"09","001",,,"245300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012453002","Block Group 2",,,,111458,,,,1346,32,1314,1008,795,289,113,70,921,889,32,1745,1617,1526,27,0,62,0,0,2,128,127,0,0,0,0,1,0
"090012453003","Block Group 3, Census Tract 2453, Fairfield County, Connecticut","ACSSF","ct","150","00","0002101",,,,,"09","001",,,"245300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012453003","Block Group 3",,,,74313,,,,689,0,689,596,499,250,138,61,439,434,5,970,809,795,0,0,14,0,0,0,161,116,0,0,0,0,0,45
"090012454001","Block Group 1, Census Tract 2454, Fairfield County, Connecticut","ACSSF","ct","150","00","0002102",,,,,"09","001",,,"245400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012454001","Block Group 1",,,,192212,,,,755,0,755,686,574,365,158,62,579,573,6,1140,1031,1016,0,0,15,0,0,0,109,53,0,0,0,0,0,56
"090012454002","Block Group 2, Census Tract 2454, Fairfield County, Connecticut","ACSSF","ct","150","00","0002103",,,,,"09","001",,,"245400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012454002","Block Group 2",,,,171250,,,,1293,6,1287,1175,946,363,142,32,840,812,28,1836,1763,1623,109,0,31,0,0,0,73,0,0,0,0,0,0,73
"090012455001","Block Group 1, Census Tract 2455, Fairfield County, Connecticut","ACSSF","ct","150","00","0002104",,,,,"09","001",,,"245500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012455001","Block Group 1",,,,,,,,1209,30,1179,1153,928,340,122,51,968,921,47,1659,1547,1497,0,0,20,0,0,30,112,112,0,0,0,0,0,0
"090012455002","Block Group 2, Census Tract 2455, Fairfield County, Connecticut","ACSSF","ct","150","00","0002105",,,,,"09","001",,,"245500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012455002","Block Group 2",,,,231964,,,,772,0,772,723,656,272,156,85,610,560,50,1185,894,894,0,0,0,0,0,0,291,241,0,0,0,0,20,30
"090012456001","Block Group 1, Census Tract 2456, Fairfield County, Connecticut","ACSSF","ct","150","00","0002106",,,,,"09","001",,,"245600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012456001","Block Group 1",,,,71000,,,,585,0,585,558,480,213,90,90,397,337,60,958,958,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"090012456002","Block Group 2, Census Tract 2456, Fairfield County, Connecticut","ACSSF","ct","150","00","0002107",,,,,"09","001",,,"245600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012456002","Block Group 2",,,,222917,,,,1515,20,1495,1391,1237,595,140,39,1043,1010,33,2235,2232,1959,6,0,132,0,0,135,3,0,0,0,0,0,3,0
"090012456003","Block Group 3, Census Tract 2456, Fairfield County, Connecticut","ACSSF","ct","150","00","0002108",,,,,"09","001",,,"245600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012456003","Block Group 3",,,,,,,,696,0,696,671,491,175,64,20,563,563,0,1319,1319,1252,0,0,0,0,67,0,0,0,0,0,0,0,0,0
"090012456004","Block Group 4, Census Tract 2456, Fairfield County, Connecticut","ACSSF","ct","150","00","0002109",,,,,"09","001",,,"245600","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012456004","Block Group 4",,,,246307,,,,466,0,466,407,201,59,14,0,289,289,0,564,564,550,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"090012456005","Block Group 5, Census Tract 2456, Fairfield County, Connecticut","ACSSF","ct","150","00","0002110",,,,,"09","001",,,"245600","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012456005","Block Group 5",,,,187139,,,,928,52,876,856,757,371,126,43,664,664,0,1532,1532,1203,91,17,199,0,0,22,0,0,0,0,0,0,0,0
"090012571001","Block Group 1, Census Tract 2571, Fairfield County, Connecticut","ACSSF","ct","150","00","0002111",,,,,"09","001",,,"257100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012571001","Block Group 1",,,,83182,,,,521,49,472,358,161,41,12,0,312,283,29,590,490,449,0,0,9,0,0,32,100,17,0,0,0,0,0,83
